x_path,y_path
resources/data/artificial/sample_x148.npy,resources/data/artificial/sample_y148.npy
resources/data/artificial/sample_x149.npy,resources/data/artificial/sample_y149.npy
resources/data/artificial/sample_x150.npy,resources/data/artificial/sample_y150.npy
resources/data/artificial/sample_x151.npy,resources/data/artificial/sample_y151.npy
resources/data/artificial/sample_x152.npy,resources/data/artificial/sample_y152.npy
resources/data/artificial/sample_x153.npy,resources/data/artificial/sample_y153.npy
resources/data/artificial/sample_x154.npy,resources/data/artificial/sample_y154.npy
resources/data/artificial/sample_x155.npy,resources/data/artificial/sample_y155.npy
resources/data/artificial/sample_x156.npy,resources/data/artificial/sample_y156.npy
resources/data/artificial/sample_x157.npy,resources/data/artificial/sample_y157.npy
resources/data/artificial/sample_x158.npy,resources/data/artificial/sample_y158.npy
resources/data/artificial/sample_x159.npy,resources/data/artificial/sample_y159.npy
resources/data/artificial/sample_x160.npy,resources/data/artificial/sample_y160.npy
resources/data/artificial/sample_x161.npy,resources/data/artificial/sample_y161.npy
resources/data/artificial/sample_x162.npy,resources/data/artificial/sample_y162.npy
resources/data/artificial/sample_x163.npy,resources/data/artificial/sample_y163.npy
resources/data/artificial/sample_x164.npy,resources/data/artificial/sample_y164.npy
resources/data/artificial/sample_x165.npy,resources/data/artificial/sample_y165.npy
resources/data/artificial/sample_x166.npy,resources/data/artificial/sample_y166.npy
resources/data/artificial/sample_x167.npy,resources/data/artificial/sample_y167.npy
resources/data/artificial/sample_x168.npy,resources/data/artificial/sample_y168.npy
resources/data/artificial/sample_x169.npy,resources/data/artificial/sample_y169.npy
resources/data/artificial/sample_x170.npy,resources/data/artificial/sample_y170.npy
resources/data/artificial/sample_x171.npy,resources/data/artificial/sample_y171.npy
resources/data/artificial/sample_x172.npy,resources/data/artificial/sample_y172.npy
resources/data/artificial/sample_x173.npy,resources/data/artificial/sample_y173.npy
resources/data/artificial/sample_x174.npy,resources/data/artificial/sample_y174.npy
resources/data/artificial/sample_x175.npy,resources/data/artificial/sample_y175.npy
resources/data/artificial/sample_x176.npy,resources/data/artificial/sample_y176.npy
resources/data/artificial/sample_x177.npy,resources/data/artificial/sample_y177.npy
resources/data/artificial/sample_x178.npy,resources/data/artificial/sample_y178.npy
resources/data/artificial/sample_x179.npy,resources/data/artificial/sample_y179.npy
resources/data/artificial/sample_x180.npy,resources/data/artificial/sample_y180.npy
resources/data/artificial/sample_x181.npy,resources/data/artificial/sample_y181.npy
resources/data/artificial/sample_x182.npy,resources/data/artificial/sample_y182.npy
resources/data/artificial/sample_x183.npy,resources/data/artificial/sample_y183.npy
resources/data/artificial/sample_x184.npy,resources/data/artificial/sample_y184.npy
resources/data/artificial/sample_x185.npy,resources/data/artificial/sample_y185.npy
resources/data/artificial/sample_x186.npy,resources/data/artificial/sample_y186.npy
resources/data/artificial/sample_x187.npy,resources/data/artificial/sample_y187.npy
resources/data/artificial/sample_x188.npy,resources/data/artificial/sample_y188.npy
resources/data/artificial/sample_x189.npy,resources/data/artificial/sample_y189.npy
resources/data/artificial/sample_x190.npy,resources/data/artificial/sample_y190.npy
resources/data/artificial/sample_x191.npy,resources/data/artificial/sample_y191.npy
resources/data/artificial/sample_x192.npy,resources/data/artificial/sample_y192.npy
resources/data/artificial/sample_x193.npy,resources/data/artificial/sample_y193.npy
resources/data/artificial/sample_x194.npy,resources/data/artificial/sample_y194.npy
resources/data/artificial/sample_x195.npy,resources/data/artificial/sample_y195.npy
resources/data/artificial/sample_x196.npy,resources/data/artificial/sample_y196.npy
resources/data/artificial/sample_x197.npy,resources/data/artificial/sample_y197.npy
resources/data/artificial/sample_x198.npy,resources/data/artificial/sample_y198.npy
resources/data/artificial/sample_x199.npy,resources/data/artificial/sample_y199.npy
resources/data/artificial/sample_x200.npy,resources/data/artificial/sample_y200.npy
resources/data/artificial/sample_x201.npy,resources/data/artificial/sample_y201.npy
resources/data/artificial/sample_x202.npy,resources/data/artificial/sample_y202.npy
resources/data/artificial/sample_x203.npy,resources/data/artificial/sample_y203.npy
resources/data/artificial/sample_x204.npy,resources/data/artificial/sample_y204.npy
resources/data/artificial/sample_x205.npy,resources/data/artificial/sample_y205.npy
resources/data/artificial/sample_x206.npy,resources/data/artificial/sample_y206.npy
resources/data/artificial/sample_x207.npy,resources/data/artificial/sample_y207.npy
resources/data/artificial/sample_x208.npy,resources/data/artificial/sample_y208.npy
resources/data/artificial/sample_x209.npy,resources/data/artificial/sample_y209.npy
resources/data/artificial/sample_x210.npy,resources/data/artificial/sample_y210.npy
resources/data/artificial/sample_x211.npy,resources/data/artificial/sample_y211.npy
resources/data/artificial/sample_x212.npy,resources/data/artificial/sample_y212.npy
resources/data/artificial/sample_x213.npy,resources/data/artificial/sample_y213.npy
resources/data/artificial/sample_x214.npy,resources/data/artificial/sample_y214.npy
resources/data/artificial/sample_x215.npy,resources/data/artificial/sample_y215.npy
resources/data/artificial/sample_x216.npy,resources/data/artificial/sample_y216.npy
resources/data/artificial/sample_x217.npy,resources/data/artificial/sample_y217.npy
resources/data/artificial/sample_x218.npy,resources/data/artificial/sample_y218.npy
resources/data/artificial/sample_x219.npy,resources/data/artificial/sample_y219.npy
resources/data/artificial/sample_x220.npy,resources/data/artificial/sample_y220.npy
resources/data/artificial/sample_x221.npy,resources/data/artificial/sample_y221.npy
resources/data/artificial/sample_x222.npy,resources/data/artificial/sample_y222.npy
resources/data/artificial/sample_x223.npy,resources/data/artificial/sample_y223.npy
resources/data/artificial/sample_x224.npy,resources/data/artificial/sample_y224.npy
resources/data/artificial/sample_x225.npy,resources/data/artificial/sample_y225.npy
resources/data/artificial/sample_x226.npy,resources/data/artificial/sample_y226.npy
resources/data/artificial/sample_x227.npy,resources/data/artificial/sample_y227.npy
resources/data/artificial/sample_x228.npy,resources/data/artificial/sample_y228.npy
resources/data/artificial/sample_x229.npy,resources/data/artificial/sample_y229.npy
resources/data/artificial/sample_x230.npy,resources/data/artificial/sample_y230.npy
resources/data/artificial/sample_x231.npy,resources/data/artificial/sample_y231.npy
resources/data/artificial/sample_x232.npy,resources/data/artificial/sample_y232.npy
resources/data/artificial/sample_x233.npy,resources/data/artificial/sample_y233.npy
resources/data/artificial/sample_x234.npy,resources/data/artificial/sample_y234.npy
resources/data/artificial/sample_x235.npy,resources/data/artificial/sample_y235.npy
resources/data/artificial/sample_x236.npy,resources/data/artificial/sample_y236.npy
resources/data/artificial/sample_x237.npy,resources/data/artificial/sample_y237.npy
resources/data/artificial/sample_x238.npy,resources/data/artificial/sample_y238.npy
resources/data/artificial/sample_x239.npy,resources/data/artificial/sample_y239.npy
resources/data/artificial/sample_x240.npy,resources/data/artificial/sample_y240.npy
resources/data/artificial/sample_x241.npy,resources/data/artificial/sample_y241.npy
resources/data/artificial/sample_x242.npy,resources/data/artificial/sample_y242.npy
resources/data/artificial/sample_x243.npy,resources/data/artificial/sample_y243.npy
resources/data/artificial/sample_x244.npy,resources/data/artificial/sample_y244.npy
resources/data/artificial/sample_x245.npy,resources/data/artificial/sample_y245.npy
resources/data/artificial/sample_x246.npy,resources/data/artificial/sample_y246.npy
resources/data/artificial/sample_x247.npy,resources/data/artificial/sample_y247.npy
resources/data/artificial/sample_x248.npy,resources/data/artificial/sample_y248.npy
resources/data/artificial/sample_x249.npy,resources/data/artificial/sample_y249.npy
resources/data/artificial/sample_x250.npy,resources/data/artificial/sample_y250.npy
resources/data/artificial/sample_x251.npy,resources/data/artificial/sample_y251.npy
resources/data/artificial/sample_x252.npy,resources/data/artificial/sample_y252.npy
resources/data/artificial/sample_x253.npy,resources/data/artificial/sample_y253.npy
resources/data/artificial/sample_x254.npy,resources/data/artificial/sample_y254.npy
resources/data/artificial/sample_x255.npy,resources/data/artificial/sample_y255.npy
resources/data/artificial/sample_x256.npy,resources/data/artificial/sample_y256.npy
resources/data/artificial/sample_x257.npy,resources/data/artificial/sample_y257.npy
resources/data/artificial/sample_x258.npy,resources/data/artificial/sample_y258.npy
resources/data/artificial/sample_x259.npy,resources/data/artificial/sample_y259.npy
resources/data/artificial/sample_x260.npy,resources/data/artificial/sample_y260.npy
resources/data/artificial/sample_x261.npy,resources/data/artificial/sample_y261.npy
resources/data/artificial/sample_x262.npy,resources/data/artificial/sample_y262.npy
resources/data/artificial/sample_x263.npy,resources/data/artificial/sample_y263.npy
resources/data/artificial/sample_x264.npy,resources/data/artificial/sample_y264.npy
resources/data/artificial/sample_x265.npy,resources/data/artificial/sample_y265.npy
resources/data/artificial/sample_x266.npy,resources/data/artificial/sample_y266.npy
resources/data/artificial/sample_x267.npy,resources/data/artificial/sample_y267.npy
resources/data/artificial/sample_x268.npy,resources/data/artificial/sample_y268.npy
resources/data/artificial/sample_x269.npy,resources/data/artificial/sample_y269.npy
resources/data/artificial/sample_x270.npy,resources/data/artificial/sample_y270.npy
resources/data/artificial/sample_x271.npy,resources/data/artificial/sample_y271.npy
resources/data/artificial/sample_x272.npy,resources/data/artificial/sample_y272.npy
resources/data/artificial/sample_x273.npy,resources/data/artificial/sample_y273.npy
resources/data/artificial/sample_x274.npy,resources/data/artificial/sample_y274.npy
resources/data/artificial/sample_x275.npy,resources/data/artificial/sample_y275.npy
resources/data/artificial/sample_x276.npy,resources/data/artificial/sample_y276.npy
resources/data/artificial/sample_x277.npy,resources/data/artificial/sample_y277.npy
resources/data/artificial/sample_x278.npy,resources/data/artificial/sample_y278.npy
resources/data/artificial/sample_x279.npy,resources/data/artificial/sample_y279.npy
resources/data/artificial/sample_x280.npy,resources/data/artificial/sample_y280.npy
resources/data/artificial/sample_x281.npy,resources/data/artificial/sample_y281.npy
resources/data/artificial/sample_x282.npy,resources/data/artificial/sample_y282.npy
resources/data/artificial/sample_x283.npy,resources/data/artificial/sample_y283.npy
resources/data/artificial/sample_x284.npy,resources/data/artificial/sample_y284.npy
resources/data/artificial/sample_x285.npy,resources/data/artificial/sample_y285.npy
resources/data/artificial/sample_x286.npy,resources/data/artificial/sample_y286.npy
resources/data/artificial/sample_x287.npy,resources/data/artificial/sample_y287.npy
resources/data/artificial/sample_x288.npy,resources/data/artificial/sample_y288.npy
resources/data/artificial/sample_x289.npy,resources/data/artificial/sample_y289.npy
resources/data/artificial/sample_x290.npy,resources/data/artificial/sample_y290.npy
resources/data/artificial/sample_x291.npy,resources/data/artificial/sample_y291.npy
resources/data/artificial/sample_x292.npy,resources/data/artificial/sample_y292.npy
resources/data/artificial/sample_x293.npy,resources/data/artificial/sample_y293.npy
resources/data/artificial/sample_x294.npy,resources/data/artificial/sample_y294.npy
resources/data/artificial/sample_x295.npy,resources/data/artificial/sample_y295.npy
resources/data/artificial/sample_x296.npy,resources/data/artificial/sample_y296.npy
resources/data/artificial/sample_x297.npy,resources/data/artificial/sample_y297.npy
resources/data/artificial/sample_x298.npy,resources/data/artificial/sample_y298.npy
resources/data/artificial/sample_x299.npy,resources/data/artificial/sample_y299.npy
resources/data/artificial/sample_x300.npy,resources/data/artificial/sample_y300.npy
resources/data/artificial/sample_x301.npy,resources/data/artificial/sample_y301.npy
resources/data/artificial/sample_x302.npy,resources/data/artificial/sample_y302.npy
resources/data/artificial/sample_x303.npy,resources/data/artificial/sample_y303.npy
resources/data/artificial/sample_x304.npy,resources/data/artificial/sample_y304.npy
resources/data/artificial/sample_x305.npy,resources/data/artificial/sample_y305.npy
resources/data/artificial/sample_x306.npy,resources/data/artificial/sample_y306.npy
resources/data/artificial/sample_x307.npy,resources/data/artificial/sample_y307.npy
resources/data/artificial/sample_x308.npy,resources/data/artificial/sample_y308.npy
resources/data/artificial/sample_x309.npy,resources/data/artificial/sample_y309.npy
resources/data/artificial/sample_x310.npy,resources/data/artificial/sample_y310.npy
resources/data/artificial/sample_x311.npy,resources/data/artificial/sample_y311.npy
resources/data/artificial/sample_x312.npy,resources/data/artificial/sample_y312.npy
resources/data/artificial/sample_x313.npy,resources/data/artificial/sample_y313.npy
resources/data/artificial/sample_x314.npy,resources/data/artificial/sample_y314.npy
resources/data/artificial/sample_x315.npy,resources/data/artificial/sample_y315.npy
resources/data/artificial/sample_x316.npy,resources/data/artificial/sample_y316.npy
resources/data/artificial/sample_x317.npy,resources/data/artificial/sample_y317.npy
resources/data/artificial/sample_x318.npy,resources/data/artificial/sample_y318.npy
resources/data/artificial/sample_x319.npy,resources/data/artificial/sample_y319.npy
resources/data/artificial/sample_x320.npy,resources/data/artificial/sample_y320.npy
resources/data/artificial/sample_x321.npy,resources/data/artificial/sample_y321.npy
resources/data/artificial/sample_x322.npy,resources/data/artificial/sample_y322.npy
resources/data/artificial/sample_x323.npy,resources/data/artificial/sample_y323.npy
resources/data/artificial/sample_x324.npy,resources/data/artificial/sample_y324.npy
resources/data/artificial/sample_x325.npy,resources/data/artificial/sample_y325.npy
resources/data/artificial/sample_x326.npy,resources/data/artificial/sample_y326.npy
resources/data/artificial/sample_x327.npy,resources/data/artificial/sample_y327.npy
resources/data/artificial/sample_x328.npy,resources/data/artificial/sample_y328.npy
resources/data/artificial/sample_x329.npy,resources/data/artificial/sample_y329.npy
resources/data/artificial/sample_x330.npy,resources/data/artificial/sample_y330.npy
resources/data/artificial/sample_x331.npy,resources/data/artificial/sample_y331.npy
resources/data/artificial/sample_x332.npy,resources/data/artificial/sample_y332.npy
resources/data/artificial/sample_x333.npy,resources/data/artificial/sample_y333.npy
resources/data/artificial/sample_x334.npy,resources/data/artificial/sample_y334.npy
resources/data/artificial/sample_x335.npy,resources/data/artificial/sample_y335.npy
resources/data/artificial/sample_x336.npy,resources/data/artificial/sample_y336.npy
resources/data/artificial/sample_x337.npy,resources/data/artificial/sample_y337.npy
resources/data/artificial/sample_x338.npy,resources/data/artificial/sample_y338.npy
resources/data/artificial/sample_x339.npy,resources/data/artificial/sample_y339.npy
resources/data/artificial/sample_x340.npy,resources/data/artificial/sample_y340.npy
resources/data/artificial/sample_x341.npy,resources/data/artificial/sample_y341.npy
resources/data/artificial/sample_x342.npy,resources/data/artificial/sample_y342.npy
resources/data/artificial/sample_x343.npy,resources/data/artificial/sample_y343.npy
resources/data/artificial/sample_x344.npy,resources/data/artificial/sample_y344.npy
resources/data/artificial/sample_x345.npy,resources/data/artificial/sample_y345.npy
resources/data/artificial/sample_x346.npy,resources/data/artificial/sample_y346.npy
resources/data/artificial/sample_x347.npy,resources/data/artificial/sample_y347.npy
resources/data/artificial/sample_x348.npy,resources/data/artificial/sample_y348.npy
resources/data/artificial/sample_x349.npy,resources/data/artificial/sample_y349.npy
resources/data/artificial/sample_x350.npy,resources/data/artificial/sample_y350.npy
resources/data/artificial/sample_x351.npy,resources/data/artificial/sample_y351.npy
resources/data/artificial/sample_x352.npy,resources/data/artificial/sample_y352.npy
resources/data/artificial/sample_x353.npy,resources/data/artificial/sample_y353.npy
resources/data/artificial/sample_x354.npy,resources/data/artificial/sample_y354.npy
resources/data/artificial/sample_x355.npy,resources/data/artificial/sample_y355.npy
resources/data/artificial/sample_x356.npy,resources/data/artificial/sample_y356.npy
resources/data/artificial/sample_x357.npy,resources/data/artificial/sample_y357.npy
resources/data/artificial/sample_x358.npy,resources/data/artificial/sample_y358.npy
resources/data/artificial/sample_x359.npy,resources/data/artificial/sample_y359.npy
resources/data/artificial/sample_x360.npy,resources/data/artificial/sample_y360.npy
resources/data/artificial/sample_x361.npy,resources/data/artificial/sample_y361.npy
resources/data/artificial/sample_x362.npy,resources/data/artificial/sample_y362.npy
resources/data/artificial/sample_x363.npy,resources/data/artificial/sample_y363.npy
resources/data/artificial/sample_x364.npy,resources/data/artificial/sample_y364.npy
resources/data/artificial/sample_x365.npy,resources/data/artificial/sample_y365.npy
resources/data/artificial/sample_x366.npy,resources/data/artificial/sample_y366.npy
resources/data/artificial/sample_x367.npy,resources/data/artificial/sample_y367.npy
resources/data/artificial/sample_x368.npy,resources/data/artificial/sample_y368.npy
resources/data/artificial/sample_x369.npy,resources/data/artificial/sample_y369.npy
resources/data/artificial/sample_x370.npy,resources/data/artificial/sample_y370.npy
resources/data/artificial/sample_x371.npy,resources/data/artificial/sample_y371.npy
resources/data/artificial/sample_x372.npy,resources/data/artificial/sample_y372.npy
resources/data/artificial/sample_x373.npy,resources/data/artificial/sample_y373.npy
resources/data/artificial/sample_x374.npy,resources/data/artificial/sample_y374.npy
resources/data/artificial/sample_x375.npy,resources/data/artificial/sample_y375.npy
resources/data/artificial/sample_x376.npy,resources/data/artificial/sample_y376.npy
resources/data/artificial/sample_x377.npy,resources/data/artificial/sample_y377.npy
resources/data/artificial/sample_x378.npy,resources/data/artificial/sample_y378.npy
resources/data/artificial/sample_x379.npy,resources/data/artificial/sample_y379.npy
resources/data/artificial/sample_x380.npy,resources/data/artificial/sample_y380.npy
resources/data/artificial/sample_x381.npy,resources/data/artificial/sample_y381.npy
resources/data/artificial/sample_x382.npy,resources/data/artificial/sample_y382.npy
resources/data/artificial/sample_x383.npy,resources/data/artificial/sample_y383.npy
resources/data/artificial/sample_x384.npy,resources/data/artificial/sample_y384.npy
resources/data/artificial/sample_x385.npy,resources/data/artificial/sample_y385.npy
resources/data/artificial/sample_x386.npy,resources/data/artificial/sample_y386.npy
resources/data/artificial/sample_x387.npy,resources/data/artificial/sample_y387.npy
resources/data/artificial/sample_x388.npy,resources/data/artificial/sample_y388.npy
resources/data/artificial/sample_x389.npy,resources/data/artificial/sample_y389.npy
resources/data/artificial/sample_x390.npy,resources/data/artificial/sample_y390.npy
resources/data/artificial/sample_x391.npy,resources/data/artificial/sample_y391.npy
resources/data/artificial/sample_x392.npy,resources/data/artificial/sample_y392.npy
resources/data/artificial/sample_x393.npy,resources/data/artificial/sample_y393.npy
resources/data/artificial/sample_x394.npy,resources/data/artificial/sample_y394.npy
resources/data/artificial/sample_x395.npy,resources/data/artificial/sample_y395.npy
resources/data/artificial/sample_x396.npy,resources/data/artificial/sample_y396.npy
resources/data/artificial/sample_x397.npy,resources/data/artificial/sample_y397.npy
resources/data/artificial/sample_x398.npy,resources/data/artificial/sample_y398.npy
resources/data/artificial/sample_x399.npy,resources/data/artificial/sample_y399.npy
resources/data/artificial/sample_x400.npy,resources/data/artificial/sample_y400.npy
resources/data/artificial/sample_x401.npy,resources/data/artificial/sample_y401.npy
resources/data/artificial/sample_x402.npy,resources/data/artificial/sample_y402.npy
resources/data/artificial/sample_x403.npy,resources/data/artificial/sample_y403.npy
resources/data/artificial/sample_x404.npy,resources/data/artificial/sample_y404.npy
resources/data/artificial/sample_x405.npy,resources/data/artificial/sample_y405.npy
resources/data/artificial/sample_x406.npy,resources/data/artificial/sample_y406.npy
resources/data/artificial/sample_x407.npy,resources/data/artificial/sample_y407.npy
resources/data/artificial/sample_x408.npy,resources/data/artificial/sample_y408.npy
resources/data/artificial/sample_x409.npy,resources/data/artificial/sample_y409.npy
resources/data/artificial/sample_x410.npy,resources/data/artificial/sample_y410.npy
resources/data/artificial/sample_x411.npy,resources/data/artificial/sample_y411.npy
resources/data/artificial/sample_x412.npy,resources/data/artificial/sample_y412.npy
resources/data/artificial/sample_x413.npy,resources/data/artificial/sample_y413.npy
resources/data/artificial/sample_x414.npy,resources/data/artificial/sample_y414.npy
resources/data/artificial/sample_x415.npy,resources/data/artificial/sample_y415.npy
resources/data/artificial/sample_x416.npy,resources/data/artificial/sample_y416.npy
resources/data/artificial/sample_x417.npy,resources/data/artificial/sample_y417.npy
resources/data/artificial/sample_x418.npy,resources/data/artificial/sample_y418.npy
resources/data/artificial/sample_x419.npy,resources/data/artificial/sample_y419.npy
resources/data/artificial/sample_x420.npy,resources/data/artificial/sample_y420.npy
resources/data/artificial/sample_x421.npy,resources/data/artificial/sample_y421.npy
resources/data/artificial/sample_x422.npy,resources/data/artificial/sample_y422.npy
resources/data/artificial/sample_x423.npy,resources/data/artificial/sample_y423.npy
resources/data/artificial/sample_x424.npy,resources/data/artificial/sample_y424.npy
resources/data/artificial/sample_x425.npy,resources/data/artificial/sample_y425.npy
resources/data/artificial/sample_x426.npy,resources/data/artificial/sample_y426.npy
resources/data/artificial/sample_x427.npy,resources/data/artificial/sample_y427.npy
resources/data/artificial/sample_x428.npy,resources/data/artificial/sample_y428.npy
resources/data/artificial/sample_x429.npy,resources/data/artificial/sample_y429.npy
resources/data/artificial/sample_x430.npy,resources/data/artificial/sample_y430.npy
resources/data/artificial/sample_x431.npy,resources/data/artificial/sample_y431.npy
resources/data/artificial/sample_x432.npy,resources/data/artificial/sample_y432.npy
resources/data/artificial/sample_x433.npy,resources/data/artificial/sample_y433.npy
resources/data/artificial/sample_x434.npy,resources/data/artificial/sample_y434.npy
resources/data/artificial/sample_x435.npy,resources/data/artificial/sample_y435.npy
resources/data/artificial/sample_x436.npy,resources/data/artificial/sample_y436.npy
resources/data/artificial/sample_x437.npy,resources/data/artificial/sample_y437.npy
resources/data/artificial/sample_x438.npy,resources/data/artificial/sample_y438.npy
resources/data/artificial/sample_x439.npy,resources/data/artificial/sample_y439.npy
resources/data/artificial/sample_x440.npy,resources/data/artificial/sample_y440.npy
resources/data/artificial/sample_x441.npy,resources/data/artificial/sample_y441.npy
resources/data/artificial/sample_x442.npy,resources/data/artificial/sample_y442.npy
resources/data/artificial/sample_x443.npy,resources/data/artificial/sample_y443.npy
resources/data/artificial/sample_x444.npy,resources/data/artificial/sample_y444.npy
resources/data/artificial/sample_x445.npy,resources/data/artificial/sample_y445.npy
resources/data/artificial/sample_x446.npy,resources/data/artificial/sample_y446.npy
resources/data/artificial/sample_x447.npy,resources/data/artificial/sample_y447.npy
resources/data/artificial/sample_x448.npy,resources/data/artificial/sample_y448.npy
resources/data/artificial/sample_x449.npy,resources/data/artificial/sample_y449.npy
resources/data/artificial/sample_x450.npy,resources/data/artificial/sample_y450.npy
resources/data/artificial/sample_x451.npy,resources/data/artificial/sample_y451.npy
resources/data/artificial/sample_x452.npy,resources/data/artificial/sample_y452.npy
resources/data/artificial/sample_x453.npy,resources/data/artificial/sample_y453.npy
resources/data/artificial/sample_x454.npy,resources/data/artificial/sample_y454.npy
resources/data/artificial/sample_x455.npy,resources/data/artificial/sample_y455.npy
resources/data/artificial/sample_x456.npy,resources/data/artificial/sample_y456.npy
resources/data/artificial/sample_x457.npy,resources/data/artificial/sample_y457.npy
resources/data/artificial/sample_x458.npy,resources/data/artificial/sample_y458.npy
resources/data/artificial/sample_x459.npy,resources/data/artificial/sample_y459.npy
resources/data/artificial/sample_x460.npy,resources/data/artificial/sample_y460.npy
resources/data/artificial/sample_x461.npy,resources/data/artificial/sample_y461.npy
resources/data/artificial/sample_x462.npy,resources/data/artificial/sample_y462.npy
resources/data/artificial/sample_x463.npy,resources/data/artificial/sample_y463.npy
resources/data/artificial/sample_x464.npy,resources/data/artificial/sample_y464.npy
resources/data/artificial/sample_x465.npy,resources/data/artificial/sample_y465.npy
resources/data/artificial/sample_x466.npy,resources/data/artificial/sample_y466.npy
resources/data/artificial/sample_x467.npy,resources/data/artificial/sample_y467.npy
